1,be late for ～,～に遅れる
437,depend on 〔upon〕 ～,～次第である ～を頼りにする
438,to be sure,確かに なるほど
439,owing to ～,～が原因で ～のために
440,interfere with ～,～を妨げる ～の邪魔をする
441,in addition (to ～),（～に）加えて さらに
442,die out,絶滅〔死滅・消滅〕する
443,take account of ～,～を考慮に入れる
444,work on ～,～に取り組む ～に影響を与える
444.1,as 〔so〕 far as ...,...まで ...する限りでは
444.2,it won't be long before ...,すぐに...だろう
445,under control,制御下に 管理下に
446,be derived from ～,～に由来する
447,on account of ～,～のために
448,make sure （that ...〔of ～ ; wh- ...〕）,～〔...であることを；...かを〕確認する
449,play a part 〔role〕 in ～,～において役割を果たす
450,keep up with ～,～に（遅れないで）ついていく
451,engage in ～,～に従事する ～に関与する
452,give off ～,～（におい・熱・光など）を発する
453,prevent ～ from ...ing,～が...するのを妨げる〔防ぐ〕 （主語のために）～は...できない
454,stay up,寝ないでいる 夜更かしをする
455,at least,少なくとも
455.1,as ～ as possible,できるだけ～
455.2,make it a rule to do,...することにしている
455.3,take it for granted that ...,...は当然だと思う
456,have difficulty 〔trouble〕 (in) ...ing,...するのに苦労する
457,find fault with ～,～のあらを探す
458,give up ～,～をあきらめる ～をやめる
459,regardless of ～,～に関係なく ～に構わず
460,get over ～,～を克服する
461,look at ～,～を見る
462,be inferior to ～,～より劣る
463,on the contrary,それどころか
464,give rise to ～,～を引き起こす
465,make an effort 〔efforts〕 (to do),（...しようと）努力する
466,make a point of ...ing,必ず...することにしている
467,each time ...,...するたびに
468,for nothing,無駄に ただで
468.1,feel like ...ing,...したい気がする
468.2,when it comes to ～,～のことになると
468.3,no matter what (may) ...,たとえ何が〔を〕...しようと
469,be at home with 〔in；on〕 ～,～に精通している ～をよく知っている
470,hit on 〔upon〕 ～,～を思いつく
471,in a row,一列に 連続して
472,quite a little ～,かなり多量の～ かなりの～
473,in secret,ひそかに 内緒で
474,set up ～,～を設置する ～を設立する
475,break one's promise 〔word〕,約束を破る
476,drop out of ～,～から手を引く ～から脱落する
477,go blind,失明する
478,regard A as B,AをBとみなす
479,nothing short of ～,～にほかならない
479.1,it takes 時間 for 人 to do,～（人）が...するのに～（時間）かかる
479.2,"～, where ...",～そしてそこで...（関係副詞の非制限用法）
479.3,as ～ as any,何〔誰〕にも劣らず～
479.4,in the sense that ...,...するという点で
479.5,go so far as to do,...しさえする
480,set out (to do),...し始める 出発する
481,in oneself,それ自体〔自身〕
482,at the sight of ～,～を見て
483,nothing but ～,～にすぎない ～だけ
484,get angry,怒る 腹を立てる
485,keep ～ to oneself,～を秘密にしておく
486,on (the) condition (that) ...,...という条件で
487,make believe （...）,（...の）ふりをする （...を）装う
488,set in,（悪天候。感染などが）始まる 長引く
489,in turn,結果として 順番に 交替で
489.1,not so much A as B,AというよりむしろB
489.2,as though 〔if〕 ...,まるで...かのように
489.3,be on the verge 〔point〕 of ...ing,今にも...しそうである
489.4,may as well do,...する方がよい
490,look forward to ～,～を楽しみにする ～を期待する
491,play a trick 〔joke〕 on ～,～をからかう
492,keep ...ing,...し続ける
493,go bad,腐る
494,clear up ～,～（疑問・誤解など）を解く 晴れる
495,be ignorant of ～,～を知らない
496,speak of A as B,AのことをBと言う
497,as to ～,～に関して ～について（言うと）
498,make fun of ～,～をからかう
499,in connection with ～,～に関連して
500,be tired of ～,～にうんざりしている
501,put up with ～,～に耐える ～を我慢する
502,pull one's leg,（冗談で）～をからかう
503,think little 〔nothing； poorly〕 of ～,～を何とも思わない ～を軽んじる
504,lose one's temper,腹を立てる カッとなる
504.1,be said to have＋過去分詞,...だったと言われている
505,be known for ～,～で知られている
506,in all,全部で 合計で
507,for 〔with〕 all ～,～にもかかわらず
508,nothing less than ～,～にほかならない
509,anything but ～,まったく〔決して〕～ではない
510,on top of ～,～に加えて
511,be peculiar to ～,～に固有である ～に特有のものである
512,break down (～),～（食物）を消化する 故障する 崩壊する
513,see little〔much；nothing〕 of ～,～にあまり会わない〔よく会う；まったく会わない〕
514,on end,続けて 立て続けに
515,be addicted to ～,～（薬など）に依存している ～の中毒で
516,cut back 〔down〕 (on) ～,～を減らす ～を切り詰める
517,of one's own ...ing,～自身で...した
517.1,if S should ...,万一...なら〔でも〕
518,be native to ～,（動植物が）～の原産である ～になじみがある
519,be known to ～,～に知られている
520,by mistake,間違って 誤って
521,be indispensable to 〔for〕 ～,～にとって不可欠である
522,avail oneself of ～,～（機会など）を利用する
523,at first,最初は
524,push one's way,押しのけて進む
525,in search of ～,～を探して ～を求めて
526,be indifferent toward 〔to〕 ～,～に無関心である
527,do away with ～,～を捨てる 始末する ～を廃止する
528,in vain,無駄に 効果なく
529,by way of ～,～を通って ～経由で
530,thanks to ～,～のおかげで
531,bring ～ to an end 〔a close〕,～を終わらせる
531.1,with a view to ...ing,...するために ...する目的で
532,apply to ～,～に当てはまる
533,at one's disposal,～の思うままに
534,"for one thing ～ (, for another ...)",（理由などを挙げて）1つには～（，また1つには...）
535,make friends with ～,～と友達になる ～と親しくなる
536,adapt to ～,～に適応する ～に順応する
537,to put it another way,別の言い方をすれば
538,search for ～,～を捜し求める
539,have (a) good command of ～,～を使いこなせる ～（言語など）に堪能である
540,be preferable to ～,～より望ましい
541,be acquainted with ～,～を熟知して ～と知り合いである
542,look up ～ (in the dictionary),～を（辞書で）調べる
543,keep at ～,～を根気よく続ける
544,make progress (in ～),（～において）進歩する〔進む〕
544.1,those who ...,...する人々
544.2,not less than ～,少なくとも～
544.3,it is said that ...,...と言われている
544.4,now (that) ...,今や...なので ...であるからには
545,shake hands (with ～),（～と）握手する
546,provide B for 〔to〕 A,AにBを供給する 提供する
547,go in for ～,（趣味などとして）～をし始める
548,be particular about 〔over〕 ～,（好みなどに関して）～にうるさい
549,drop in (on 人 ; at 場所),（～に）立ち寄る
550,see off ～,～を見送る
551,be senior to ～,～より年上である
552,in succession,連続して 次々と
553,put on airs,気取る
554,all 〔just〕 the same,それでもやはり
555,rule out ～,～を除外する
556,take after ～,～を追跡する （人が）～に似ている
557,be reluctant to do,...したがらない
558,exchange A for B,AをBと交換する
558.1,look ～ in the eye 〔face〕,～の目〔顔〕をまっすぐ見る ～を直視する
558.2,the time (～) when ...,...する時
558.3,A is no less ～ than B is (...),Bが...であるのと同様にAは～である AはBに劣らず～である
559,lay off ～,～を（一時）解雇する
560,on second thought(s),考え直して やっぱり
561,kind〔sort〕 of,いくぶん ちょっと
562,take a break,休憩する
563,between you and me,内緒にして
563.1,regret to do,残念ながら...する
563.2,need not have＋過去分詞,...する必要がなかったのに
564,use up ～,～を使い尽くす
565,seeing (that) ...,...であるので
566,set about ～,～を始める ～に取りかかる
567,make much of ～,～を重視する ～をもてはやす
568,show off ～,～を見せびらかす
569,go on ...ing 〔with ～〕,...し〔～を〕続ける
570,turn down ～,～を拒絶〔拒否〕する ～を断る
571,if anything,どちらかと言えば むしろ
572,boast about 〔of〕 ～,～を自慢する ～を誇る
573,refrain from ～,～を控える ～をやめる
574,suspect A of B,AをBであるようだと疑う
575,die from ～,～（が死因）で死ぬ
576,all along,最初からずっと
577,by accident 〔chance〕,たまたま 偶然
577.1,Who is it that ...?,...するのはいったい誰か。
578,accept A as B,AをBとして認める 受け入れる
579,get in touch with ～,～と連絡を取る
580,free of charge,無料で
581,look to ～ (for ...),（...を求めるのに）～を頼みにする
582,ask a favor of ～,～にお願いする〔頼む〕
583,pick up ～,～を取り上げる ～（預けてあるもの）を受け取る ～を（乗り物で）迎えに行く
584,be absent from ～,～を欠席している
585,get along (with ～),（～と）うまくやっていく 暮らしていく
586,be intent on 〔upon〕 ～,～に没頭している ～をたくらんでいる
587,behind the times,時代遅れの
588,decide on 〔upon〕 ～,～を選ぶ ～を決定する
589,stay away from ～,～に近づかない ～を欠席する
590,in public,人前で 公然と
590.1,let O do,Ｏに...させる（使役動詞）
590.2,as ～ as＋数詞,（...と同じほど）も～
591,at length,詳細に ついに
592,stand for ～,～を表す ～を象徴する ～を支持する
593,consist in ～,～にある ～に存在する
594,dozens of ～,何十もの～ 多数の～
595,in a word,一言で言えば 要するに
596,under way,進行中で
597,get to ～,～に到着する
598,so to speak 〔say〕,いわば 言ってみれば
599,make sense,意味を成す 道理にかなう
600,define A as B,AをBと定義する
601,out of fashion,すたれた 流行遅れの
601.1,"one ～, another ...",1つは～，（もう）1つは...
601.2,cannot do too ～,いくら～してもしすぎることはない
601.3,to begin 〔start〕 with,まず 第一に
601.4,need 〔want〕 ...ing,...される必要がある
601.5,no sooner ～ than ...,～するとすぐ...する
602,keep one's word 〔promise〕,約束を守る
603,forgive A for B,B（過ちや罪など）に関してAを許す 大目に見る
604,present oneself,出頭する 出席する
605,punish A for B,Bを理由にAを罰する
606,make amends for ～,～の償いをする ～の埋め合わせをする
607,submit to ～,～に従う ～に屈服する
608,be worthy to do,...するに値する〔ふさわしい〕
609,fail in ～,～に失敗する ～を怠る
610,in effect,実際は 事実上
611,rest on 〔upon〕 ～,～に基づく ～に支えられている
612,bring ～ into being 〔existence〕,～を生み出す ～（子）を産む
613,ask A for B,AにBを求める
614,on 〔in〕 behalf of ～,～の代理として ～のために
614.1,What if ...?,...したらどうなるだろうか。
614.2,the＋形容詞,（形容詞）の人たち
615,for the first time,初めて
616,make do with ～,～で間に合わせる ～で済ませる
617,come close to ...ing,...しそうになる もう少しで...するところだ
618,come up with ～,～を思いつく
619,with respect to ～,～に関して
620,result in ～,～という結果になる
621,in practice,実際に（は） 実際上
622,for instance 〔example〕,例えば
623,look down upon〔on〕 ～,～を軽蔑する
624,take off (～),離陸する ～を脱ぐ 人気が出る
625,make use of ～,～を活かす
626,make a difference,重要である
626.1,in that ...,...という点において ...だから
626.2,not all ～,すべての～が...であるわけではない
626.3,whether to do,...すべきかどうか
627,be confronted with 〔by〕 ～,～に直面している
628,a couple of ～,2，3の いくつかの
629,figure out ～,～を考え出す ～を理解する
630,up to date,最新の 現代的な
631,be ready for ～,～の準備ができている
632,in return for ～,～のお返しに
633,differ from ～,～と異なる
634,in fact 〔reality〕,実は 実際には
635,focus on ～,～に集中する ～に焦点を当てる
636,be famous for ～,～で有名である
637,think highly of ～,～を高く評価する ～を重視する
638,on schedule,予定通りに
638.1,happen to do,たまたま〔偶然〕...する
638.2,it is not until ～ that ...,～して初めて...する
639,do nothing but do,単に...するだけである
640,in exchange of 〔for〕 ～,～と引き換えに ～の代わりに
641,feel for ～,～に同情する
642,insist on 〔upon〕 ～,～を主張する ～を言い張る
643,in principle,原則として 原則的には
644,get away with ～,～を罰を受けずにやってのける ～を持ち逃げする
645,look into ～,～を調べる
646,be opposed to ～,～に反対である
647,keep company with ～,～と交際する
648,seat oneself,座る 着席する
649,bring oneself to do,...する気になる
650,catch sight of ～,～を見かける ～を見つける
651,keep away from ～,～から離れている ～に近づかない
651.1,live a life,生活をする（同族目的語）
652,at best,よくても せいぜい
653,with ～ in mind,～を考慮して
654,get down to ～,～をし始める ～に本腰を入れて取り掛かる
655,in the meantime,その間に とかくするうちに
656,couldn't be better,（気分・調子が）最高だ
656.1,if ever,（たとえ）あるとしても もし...だとしたら
656.2,A is to B what C is to D,AとBの関係はCとDの関係に等しい
656.3,but for ～,～を除いて（～以外は） ～がなければ〔～がなかったら〕
656.4,not ... either,～も（また）...ない
656.5,where to do,どこで〔に〕...すべきか
656.6,動詞＋過去分詞,～されて...する（主格補語としての過去分詞）
656.7,upon〔on〕＋名詞,...すると（すぐ）
656.8,will be ...ing,...しているだろう（未来進行形）
656.9,hardly ～ when 〔before〕 ...,～するとすぐ...する
656.91,as 〔so〕 long as ...,...する限り ...でさえあれば
657,for want 〔lack〕 of ～,～の不足のため ～がないので
658,be apt to do,...しがちだ ...する傾向にある
659,go bankrupt,破産する
660,in the face of ～,～に直面して ～にもかかわらず
661,consist of ～,～から成る
662,as follows,次の通り（で）
663,make (both) ends meet,収支を合わせる やり繰りする
664,make allowances for ～,～を考慮して大目にみる ～を見込む
665,apply for ～,～に申し込む ～に応募する
666,hope 〔wish〕 for ～,～を望む
667,only too ～,とても... 残念ながら...
668,in trouble,困った 窮地に陥った
669,aim at ～,～を目指す ～をねらう
669.1,be busy ...ing 〔with ～〕,...するのに〔～に〕忙しい
669.2,If only ...,...でありさえすればよい〔よかった」のに
670,out of (one's) control,制御できなくて
671,in the air,（噂などが）広まって 空中に
672,coincide with ～,～と同時に起こる ～と一致する
673,blame A for B,BをAのせいにする BのことでAを非難する
674,on duty,勤務中で 当直で
675,pass away,亡くなる
676,go out of one's way to do,わざわざ...する
677,live on 〔upon〕 ～,～で生計を立てる ～に頼って生活する
678,run into 〔across〕 ～,～に偶然出会う
679,go with ～,～と同調する ～と調和する
680,try to do,...しようとする ...しようと試みる
681,in accordance with ～,～に従って〔合致して〕 ～通りに
681.1,～ of ...,...という～（同格のof）
681.2,If it were not 〔had not been〕 for ～,もし～がないなら〔なかったら〕
681.3,forget to do,...することを忘れる
682,for the purpose of ～,～の目的で
683,at intervals,間隔をおいて 時折
684,keep on ...ing,...し続ける
685,as opposed to ～,～とは対照的に
686,in preparation for ～,～に備えて ～の準備で
687,go without ～,～なしで済ませる 我慢する
688,feed on ～,～を餌にする ～を常食にする
689,be about to do,（まさに）...しようとしている
690,give birth to ～,～を生む〔産む〕 ～の原因となる
690.1,strictly speaking,厳密に言うと
691,what we 〔they〕 call,いわゆる
692,take to ～,～が気に入る （習慣的に）～を始める ～にふける
693,compare A with 〔to〕 B,AをBと比較する AをBにたとえる
694,settle down,落ち着く 静まる
695,name A (B) after C,CにちなんでAを（Bと）名づける
696,beyond doubt,疑いの余地なく 明らかに
697,be subject to ～,～に影響を受けやすい ～に従わなければならない
697.1,what to do,何を...すべきか
697.2,help O (to) do,Ｏが...するのを助ける
697.3,How about ～?,～はどうか。
697.4,be being＋過去分詞,...されている（進行形の受動態）
697.5,have only to do,...しさえすればよい
698,take notes on ～,～をメモする
699,of importance,重要な
700,by hand,（機械でなく）人の手で 手書きで
701,look back upon 〔on；to〕 ～,～を振り返る ～を回顧する
702,above all (else),何よりもまず とりわけ
703,reflect upon 〔on〕 ～,～についてよく考える ～を振り返る
704,in other words,言い換えれば すなわち
705,attach A to B,AをBに取り付ける〔付与する〕
706,objectively speaking,客観的に言えば
707,sum up ～,～を要約する
708,be better off,より良い状態である ...した方がよい
708.1,with＋O＋前置詞句,...して（Ｏを～の状態で）
708.2,形容詞＋as S is,...けれども
708.3,"one ～, the other ...",一方は～，もう一方〔残り〕は...
708.4,"If S had 過去分詞, S would have 過去分詞",もし～だったら，...だっただろうに（仮定法過去完了）
709,be blessed with ～,～に恵まれている
710,put (an) emphasis on ～,～に重点を置く
711,be〔become〕 keen on ～,～に熱中している
712,instead of ～,～の代わりに
713,in fashion,流行の
714,(it is) no wonder (that) ...,...というのも不思議ではない ...なのも当然だ
715,a number of ～,たくさんの～ いくつかの～
716,in the long run,長い目で見れば 結局は
717,stick to ～,～（主義・決定など）に固執する ～にくっつく
718,have access to ～,～を入手できる ～にアクセスできる
719,due to ～,～のために ～のせいで
720,have no choice but to do,...するより仕方がない
721,frown at,～に向かってまゆをひそめる ～にしかめ面をする
722,at first sight,一見したところでは 一目で
722.1,the last (～) to do,決して...しない～ ...しそうにない～
722.2,forget ...ing,...したことを忘れる
723,make up for ～,～を補う ～の埋め合わせをする
724,all but ～,ほとんど～ ～以外全部
725,bring A home to B,BにAを痛感させる
726,to some 〔a certain〕 extent,ある程度
727,resort to ～,～に訴える ～に頼る
728,in view of ～,～を考慮して
729,bring up ～,～を育てる ～を話題に持ち出す
730,out of the way,道を外れて 邪魔にならないように
731,put ～ into 〔in〕 practice,～を実行に移す
732,at all costs,どんな代償を払っても
733,out of the question,問題外〔論外〕の まったく不可能な
733.1,in ～,～後に ～のうちに ～の間に（期間）
733.2,not to speak of ～,～は言うまでもなく
733.3,what with A and (what with) B,AやらBやらで
734,all too ～,あまりにも（...すぎる）
735,ascribe A to B,Aの原因〔所属〕はBだと考える
736,identify A with B,AとBを同一視する 関連づけて考える
737,hold true 〔good〕,当てはまる 適用できる
738,to the point of ～,～（程度・段階などが）まで
739,correspond with ～,～と一致する ～と文通する
740,take charge of ～,～を管理〔担当〕する ～を預かる
741,let alone ～,～は言うまでもなく ましてや～
742,by and large,概して 一般に
743,at work,仕事中で 活動中で
744,fill in ～,（必要事項を）～に書き込む ～を埋める
745,once (and) for all,これを最後に きっぱりと
745.1,if any,たとえあるにせよ もしあれば
745.2,may well do,...するのも当然だ
745.3,most 〔one；all；some〕 of wh-,～のほとんど〔1つ／すべて／いくつか〕
745.4,it is ～ wh- ...,...かは～だ（疑問詞を導く形式主語のIt）
746,early on,早い段階で 初期に
747,in short,要するに
748,translate A into B,AをBに翻訳する
749,one (A) after another,（Aが）次から次へと
750,be different from ～,～と違っている
751,be unique to ～,～に特有である ～に固有である
752,be engaged in ～,～にに興じる ～に従事している
753,one another,お互い（に）
754,enjoy oneself,楽しく過ごす
755,in order to do,...するために
756,do ～ good〔do good to ～〕,～にとってよい ～のためになる
757,take part in ～,～に参加する
758,later on,あとで あとになって
758.1,be worth ...ing,...する価値がある
759,take place,起こる 生じる
760,in person,直接 自分で
761,substitute A for B,Bの代わりにAを使う
762,as good as ～,ほとんど～も同然
763,get on one's nerves,～のかん〔神経〕に障る
764,make oneself understood,自身（の考え）を理解してもらう
765,have trouble (in) ...ing,～するのに苦労する
766,take advantage of ～,～を利用する
767,turn 〔hand 〕 in ～,～を提出する
768,help ～ with ...,～の...を手伝う
769,in demand,需要のある
770,take on ～,～を引き受ける ～を帯びる
771,in place of ～,～の代わりに
772,in any case,どんな場合でも いずれにせよ
773,make the most of ～,～（有利な条件）を最大限に利用する
774,give ～ a try,～を試してみる 挑戦してみる
744.1,比較級 and 比較級,ますます～
744.2,judging from 〔by〕 ～,～から判断すると
775,go back to ～,～へ戻る ～にさかのぼる
776,bring about ～,～をもたらす ～を引き起こす
777,be made of ～,～（材料）でできている
778,dispose of ～,～を処理する
779,give away ～,～を（ただで）やる ～（秘密など）をばらす
780,for free,無料で ただで
781,in advance,前もって
782,sympathize with ～,～に同情する
782.1,"～, which ...",～そしてそれは...（関係代名詞の非制限用法）
782.2,used to do,いつも...したものだ 以前は...だった
782.3,as ～ as ever,相変わらず～
782.4,not ...ing,...しない〔しなかった〕ので（完了動名詞の否定）
782.5,hold A by the B,AのBをつかむ
782.6,may have＋過去分詞,...したかもしれない
783,count for ～,～の価値がある ～ほどの重要性を持つ
784,no more than ～,（数・量などが）たった～ ほんの～
785,in haste,急いで
786,at the cost 〔price〕 of ～,～を犠牲にして
787,care about ～,～に関心がある ～を気にかける
788,specialize in ～,～を専門に扱う ～を専攻する
789,make a choice,選択する
790,(un)suitable for ～,～に適した（適さない）
791,go on to do,次に...する 続けて...する
792,on the spot,その場で 即座に
793,with care,注意して 気をつけて
793.1,will have＋過去分詞,...してしまっているだろう（未来完了形）
793.2,it seems that ...,...のように見える〔思える〕
793.3,it is ～ for O to do,Oが...するのは～
793.4,in order that S may 〔can / will〕 ...,...するために
794,for the sake of ～,～のために
795,in pursuit of ～,～を探し求めて ～を得ようとして
796,in store for ～,～を待ち受けて ～に備えて
797,know ～ by heart,～をそらで覚えている ～を暗記している
798,inquire into ～,～を調べる
799,major in ～,～を専攻する
800,enter into 〔on〕 ～,～（新しい仕事など）を始める ～に取り掛かる
801,be ready to do,...する用意ができている ...する覚悟がある
802,keep pace with ～,～に遅れをとらないようにする ～についていく
803,fall behind （～）,（～に）後れをとる
804,a handful of ～,ひと握りの～ 少数の～
805,cope with ～,～に対処する
806,by no means,決して～ない
807,as a matter of fact,実際のところ
808,on the rise,上昇中で 増加中で
809,supply A with B,AにBを供給する
810,take ～ into account 〔consideration〕,～を考慮に入れる
811,be lacking 〔wanting〕 in ～,～が〔に〕欠けている
812,rob A of B,AからBを強奪する
813,be unwilling to do,...することに気が進まない ...したがらない
814,share A with B,AをBと共有する 分かち合う
815,be consistent with ～,～と一致する
816,turn a deaf ear to ～,～に耳を貸さない
816.1,to make matters worse,さらに悪いことには
816.2,manage to do,何とか〔どうにか〕...する
817,as of ～,～の時点で ～現在で
818,make up ～,～を構成する ～（割合）を占める ～をでっち上げる
819,on the increase,増加して
820,be bound to do,必ず...する ...する責任がある
821,on occasion(s),時々
822,for fear of ～,～を恐れて ～のないように
823,in danger of ～,～の危険にさらされて ～の恐れがあって
824,have an impact〔 effect；influence〕 on ～,～に影響を及ぼす
825,get lost,消える （道に）迷う 途方に暮れる
826,be proud of ～,～を誇りにする
826.1,That 〔This〕 is why ...,そういう〔こういう〕わけで...
826.2,not to mention ～,～は言うまでもなく
826.3,～ enough to do,...するのに十分～ ...できるくらい～
827,at the moment,現在 今のところ
828,as yet,今のところ 現時点では
829,run over ～,～（可能性）を考えてみる （車などが）～をひく
830,be convinced that ... 〔of ～〕,...であると〔～を〕確信している
831,be equal to ～,～に等しい ～をこなすことができる
832,be forced to do,...することを強いられる
833,add to ～,～を増やす
834,it turns out that ...,...だということが判明する
835,keep track of ～,～の動向・経緯を追う ～の記録をつける
836,find out (about) ～,～についてわかる ～に関して真相を知る
837,call up ～,～に電話をかける
837.1,what＋名詞 ...,...するすべての～
838,more than＋数量,～より多い
839,be in love with ～,～に恋している
840,so far,今（まで）のところ
841,for oneself,独力で
842,live up to ～,～（期待など）に添う
843,put off ～,～を嫌にさせる ～を延期する
844,at stake,危機に瀕して
845,go about ～,～（仕事・問題など）に取り組む
846,(as) compared to 〔with〕 ～,～と比べると
847,think much of ～,～を高く評価する ～を重んじる
848,tell A apart (from B),（Bと）Aを区別する
849,set 〔put；lay〕 aside ～,～をを無視する ～を取っておく
849.1,needless to say,言うまでもなく
849.2,when 〔while〕 ...,...時〔間〕（副詞節におけるS＋beの省略）
849.3,it is not too much to say (that) ...,...と言っても過言ではない
849.4,might as well ～ as ...,...するくらいなら～する方がましだ
850,fall in love with ～,～に恋をする
851,cheer up ～,～を元気づける ～を励ます
852,go through ～,～を経験する ～を通過する
853,interact with ～,～と交流〔対話〕する ～（物質などが）と相互作用する
854,in brief,要するに
855,furnish A with B,AにB（必要な物）を与える 供給する
856,provide for 〔against〕 ～,～に与える ～に備える
857,be afraid of ～,～を恐れている
858,by means of ～,～（の手段）によって
859,give (人) a hand,～(人)に手を貸す ～(人)の手助けをする
860,stand up,立ち上がる 立っている
861,ill at ease,居心地が悪い 落ち着かない
862,in any event,いずれにせよ とにかく
862.1,in ...ing,...する時に
862.2,so ～ that ...,大変～なので... ...であるほど～
863,count on 〔upon〕 ～,～を当てにする ～に（当然のように）頼る
864,dawn on ～,～にとって次第にわかるようになる
865,beat about 〔around〕 the bush,遠回しに言う
866,make it,うまくいく 間に合う
867,contrary to ～,～に反して
868,independent of ～,～に頼らない ～から独立した
869,at once,すぐに
870,compensate for ～,～を埋め合わせる ～（損失など）を補償する
871,appeal to A for B..,BのためにAに訴える
872,much 〔still〕 less ～,（否定文に続いて）まして～ない
873,out of order,故障して 順序がくるって
874,stand by ～,～の味方をする
875,be suited to ～,～に適した
875.1,on ～,～に（特定の日の朝・晩などに用いる）
